name,website,street,phone,email,appfee,web,listing,typed,neighborhoods
The Clinton,https://www.nybits.com/apartments/the_clinton.html,"
520 West 48th Street,

New York, NY 10036","
212-353-8223 x104 
",,,"
www.theclinton.com
",,Building,"
Hell's Kitchen"
The Hudson East,https://www.nybits.com/apartments/hudson_east.html,"
225 East 6th Street,

New York, NY 10003","
212-353-8223 x104 
",,,,,Building,"
East Village"
963 First Avenue,https://www.nybits.com/apartments/963_first_ave.html,"
963 First Avenue,

New York, NY 10022","
212-353-8223 x104 
",,,,,Building,"
Midtown East"
1442 Lexington Avenue,https://www.nybits.com/apartments/1442_lexington_ave.html,"
1442 Lexington Avenue,

New York, NY 10128","
212-353-8223 x104 
",,,,,Building,"
Carnegie Hill / Upper East Side"
301 East 56th Street,https://www.nybits.com/apartments/301_east_56th_st.html,"
301 East 56th Street,

New York, NY 10022","
212-353-8223 x104 
",,,,,Building,"
Midtown East / Sutton Place"
303 East 56th Street,https://www.nybits.com/apartments/303_east_56th_st.html,"
303 East 56th Street,

New York, NY 10022","
212-353-8223 x104 
",,,,,Building,"
Midtown East / Sutton Place"
The Crossroads,https://www.nybits.com/apartments/the_crossroads.html,"
10 Rutgers Street,

New York, NY 10002","
212-353-8223 x104 
",,,"
www.thecrossroadsnyc.com
",,Building,"
Chinatown / Two Bridges"
310 Clarkson Avenue,https://www.nybits.com/apartments/310_clarkson_ave_bk.html,"
310 Clarkson Avenue,

Brooklyn, NY 11226","
212-353-8223 x104 
",,,"
renttheclark.com
",,Building,"
East Flatbush"
94 North 3rd Street,https://www.nybits.com/apartments/94_north_3rd_st_bk.html,"
94 North 3rd Street,

Brooklyn, NY 11249","
212-353-8223 x104 
",,,,,Building,"
Williamsburg"
171 Clinton Street,https://www.nybits.com/apartments/171_clinton_st_bk.html,"
171 Clinton Street,

Brooklyn, NY 11201","
212-353-8223 x104 
",,,,,Building,"
Brooklyn Heights"
626 Flatbush Avenue,https://www.nybits.com/apartments/626_flatbush_ave_bk.html,"
626 Flatbush Avenue,

Brooklyn, NY 11225","
212-353-8223 x104 
",,,,,Building,"
Prospect Lefferts Gardens"
22 Caton Place,https://www.nybits.com/apartments/22_caton_pl_bk.html,"
22 Caton Place,

Brooklyn, NY 11218","
212-353-8223 x104 
",,,,,Building,"
Windsor Terrace"
1125 Baner Avenue,https://www.nybits.com/apartments/1125_banner_ave_bk.html,"
1125 Baner Avenue,

Brooklyn, NY 11235","
212-353-8223 x104 
",,,"
www.1125bannerave.com
",,Building,"
Sheepshead Bay"
2750 East 12th Street,https://www.nybits.com/apartments/2750_east_12th_st_bk.html,"
2750 East 12th Street,

Brooklyn, NY 11235","
212-353-8223 x104 
",,,,,Building,"
Sheepshead Bay"
J Condominium,https://www.nybits.com/apartments/j_condominium.html,"
100 Jay Street,

Brooklyn, NY 11201","
212-353-8223 x104 
",,,"
www.jcondo.com
",,Building,"
DUMBO"
25 Charles Street,https://www.nybits.com/apartments/25_charles_st.html,"
25 Charles Street,

New York, NY 10014",,,,,,Building,"
West Village"
The Madison,https://www.nybits.com/apartments/3692_bedford_ave_bk.html,"
3692 Bedford Avenue,

Brooklyn, NY 11229","
718-998-7200 
",,,"
www.mrmgt.com
",,Building,"
Kings Highway"
The Elmray,https://www.nybits.com/apartments/1818_ocean_ave_bk.html,"
1818 Ocean Avenue,

Brooklyn, NY 11230","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Midwood"
The Eden Rock,https://www.nybits.com/apartments/1869_83rd_st_bk.html,"
1869 83rd Street,

Brooklyn, NY 11214","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Bensonhurst"
The Deauville,https://www.nybits.com/apartments/2245_ocean_pkwy_bk.html,"
2245 Ocean Parkway,

Brooklyn, NY 11223","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Sheepshead Bay"
The Carlton,https://www.nybits.com/apartments/1740_ocean_ave_bk.html,"
1740 Ocean Avenue,

Brooklyn, NY 11230","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Midwood"
The Brite,https://www.nybits.com/apartments/2175_east_15th_st_bk.html,"
2175 East 15th Street,

Brooklyn, NY 11229","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Homecrest / Sheepshead Bay"
The Branton,https://www.nybits.com/apartments/1411_ave_v_bk.html,"
1411 Avenue V,

Brooklyn, NY 11229","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Homecrest / Sheepshead Bay"
The Bradley,https://www.nybits.com/apartments/1230_ave_x_bk.html,"
1230 Avenue X,

Brooklyn, NY 11235","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Homecrest / Sheepshead Bay"
Bay Plaza,https://www.nybits.com/apartments/2323_east_12th_st_bk.html,"
2323 East 12th Street,

Brooklyn, NY 11229","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Homecrest / Sheepshead Bay"
The Ashley (Brooklyn),https://www.nybits.com/apartments/2365_east_13th_st_bk.html,"
2365 East 13th Street,

Brooklyn, NY 11229","
718-998-7200 
",,,"
mrmgt.com
",,Building,"
Homecrest / Sheepshead Bay"
The Habitat,https://www.nybits.com/apartments/the_habitat.html,"
154 East 29th Street,

New York, NY 10016","
347-728-0333 
",,,"
manhattanskyline.com
",,Building,"
Kips Bay"
Murray Hill Manor,https://www.nybits.com/apartments/murray_hill_manor.html,"
166 East 34th Street,

New York, NY 10016","
347-728-0301 
",,,"
www.murrayhillmanornyc.com
",,Building,"
Kips Bay"
The Murray Hill,https://www.nybits.com/apartments/the_murray_hill.html,"
115 East 34th Street,

New York, NY 10016","
347-728-0315 
",,,"
www.themurrayhillnyc.com
",,Building,"
Midtown South / Murray Hill"
Manhattan East: 205 East 66th,https://www.nybits.com/apartments/205_east_66th_st.html,"
205 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 209 East 66th,https://www.nybits.com/apartments/209_east_66th_st.html,"
209 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 213 East 66th,https://www.nybits.com/apartments/213_east_66th_st.html,"
213 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 215 East 66th,https://www.nybits.com/apartments/215_east_66th_st.html,"
215 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 217 East 66th,https://www.nybits.com/apartments/217_east_66th_st.html,"
217 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 219 East 66th,https://www.nybits.com/apartments/219_east_66th_st.html,"
219 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 221 East 66th,https://www.nybits.com/apartments/221_east_66th_st.html,"
221 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 223 East 66th,https://www.nybits.com/apartments/223_east_66th_st.html,"
223 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 225 East 66th,https://www.nybits.com/apartments/225_east_66th_st.html,"
225 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
Manhattan East: 227 East 66th,https://www.nybits.com/apartments/227_east_66th_st.html,"
227 East 66th Street,

New York, NY 10021","
212-977-4813 
212-408-9447 
",,,"
www.manhattaneastnyc.com
",,Building,"
Upper East Side"
The Villager,https://www.nybits.com/apartments/the_villager.html,"
450 Sixth Avenue,

New York, NY 10011","
646-342-2161 
",,,"
www.thevillagernyc.com
",,Building,"
Central Village"
Claridge's,https://www.nybits.com/apartments/claridges.html,"
101 West 55th Street,

New York, NY 10019","
347-728-0332 
",,,"
www.claridgesnyc.com
",,Building,"
Central Midtown"
Chelsea Place,https://www.nybits.com/apartments/chelsea_place.html,"
363 West 30th Street,

New York, NY 10001","
917-627-8486 
",,,"
www.chelseaplaceny.com
",,Building,"
Garment District / Hudson Yards / Midtown South"
West River House,https://www.nybits.com/apartments/west_river_house.html,"
424 West End Avenue,

New York, NY 10024","
347-728-0367 
",,,"
www.westriverhousenyc.com
",,Building,"
Upper West Side"
CD 280,https://www.nybits.com/apartments/cd_280.html,"
280 East 2nd Street,

New York, NY 10009","
347-449-3848 
",,,"
www.cd280nyc.com
",,Building,"
Alphabet City / East Village"
Sullivan Mews: 97 Sullivan,https://www.nybits.com/apartments/97_sullivan_st.html,"
97 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 103 Sullivan,https://www.nybits.com/apartments/103_sullivan_st.html,"
103 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 105 Sullivan,https://www.nybits.com/apartments/105_sullivan_st.html,"
105 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 107 Sullivan,https://www.nybits.com/apartments/107_sullivan_st.html,"
107 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 111 Sullivan,https://www.nybits.com/apartments/111_sullivan_st.html,"
111 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 113 Sullivan,https://www.nybits.com/apartments/113_sullivan_st.html,"
113 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 115 Sullivan,https://www.nybits.com/apartments/115_sullivan_st.html,"
115 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 117 Sullivan,https://www.nybits.com/apartments/117_sullivan_st.html,"
117 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
Sullivan Mews: 119 Sullivan,https://www.nybits.com/apartments/119_sullivan_st.html,"
119 Sullivan Street,

New York, NY 10012","
646-342-2211 
",,,"
www.sullivanmewsnyc.com
",,Building,"
SoHo"
SOHO Court,https://www.nybits.com/apartments/soho_court.html,"
301 Elizabeth Street,

New York, NY 10012","
347-728-0380 
",,,"
www.sohocourtnyc.com
",,Building,"
NoHo"
The Left Bank,https://www.nybits.com/apartments/the_left_bank.html,"
77 West 15th Street,

New York, NY 10011","
646-342-2161 
",,,"
www.theleftbanknyc.com
",,Building,"
Union Square"
The Saranac,https://www.nybits.com/apartments/the_saranac.html,"
95 Worth Street,

New York, NY 10013","
347-992-6931 
",,,"
www.saranacnyc.com
",,Building,"
Civic Center"
34 East 22nd Street,https://www.nybits.com/apartments/34_east_22nd_st.html,"
34 East 22nd Street,

New York, NY 10010","
212-977-4813 
212-408-9447 
",,,"
www.34east22nyc.com
",,Building,"
Flatiron District"
Dalabar,https://www.nybits.com/apartments/127_east_34th_st.html,"
127 East 34th Street,

New York, NY 10016","
212-977-4813 
212-408-9447 
",,,,,Building,"
Midtown South / Murray Hill"
55 Thompson Street,https://www.nybits.com/apartments/520_broome_street.html,"
55 Thompson Street,

New York, NY 10012","
212-925-5550 
",,,"
www.55thompson.com
",,Building,"
SoHo"
205 East 59th Street,https://www.nybits.com/apartments/205_east_59th_st.html,"
205 East 59th Street,

New York, NY 10022",,,,"
www.205e59.com
",,Building,"
Upper East Side"
Murray Hill House,https://www.nybits.com/apartments/132_east_35th_st.html,"
132 East 35th Street,

New York, NY 10016",,,,,,Building,"
Midtown South / Murray Hill"
Sutton Court,https://www.nybits.com/apartments/417_east_57th_st.html,"
417 East 57th Street,

New York, NY 10022","
866-955-7012 
",,,"
www.suttoncourt.com
",,Building,"
Midtown East / Sutton Place"
West Side Marquis,https://www.nybits.com/apartments/70_west_95.html,"
70 West 95th Street,

New York, NY 10025","
866-955-7012 
",,,"
www.marquisapts.com
",,Building,"
Upper West Side"
James Marquis,https://www.nybits.com/apartments/101_west_90.html,"
101 West 90th Street,

New York, NY 10024","
866-955-7012 
",,,"
www.marquisapts.com
",,Building,"
Upper West Side"
The Murray Hill Marquis,https://www.nybits.com/apartments/150_east_34th_st.html,"
150 East 34th Street,

New York, NY 10016","
(844)-620-5377 
",,,"
www.murrayhillmarquis.com
",,Building,"
Kips Bay"
215 Central Avenue,https://www.nybits.com/apartments/215_central_ave_bk.html,"
215 Central Avenue,

Brooklyn, NY 11221","
718.522.4245 
",,,,,Building,"
Bushwick"
370 Central Avenue,https://www.nybits.com/apartments/370_central_ave_bk.html,"
370 Central Avenue,

Brooklyn, NY 11221","
718.522.4245 
",,,,,Building,"
Bushwick"
270 Linden Street,https://www.nybits.com/apartments/270_linden_st_bk.html,"
270 Linden Street,

Brooklyn, NY 11237","
718.522.4245 
",,,,,Building,"
Bushwick"
218 Schaefer Street,https://www.nybits.com/apartments/218_schaefer_st_bk.html,"
218 Schaefer Street,

Brooklyn, NY 11207","
718.522.4245 
",,,,,Building,"
Bushwick"
586 Grand Street,https://www.nybits.com/apartments/586_grand_st_bk.html,"
586 Grand Street,

Brooklyn, NY 11211","
718.522.4245 
",,,,,Building,"
Williamsburg"
19 Belvedere Street,https://www.nybits.com/apartments/19_belvedere_st_bk.html,"
19 Belvedere Street,

Brooklyn, NY 11206","
718.522.4245 
",,,,,Building,"
Bushwick"
12 Cedar Street,https://www.nybits.com/apartments/12_cedar_st_bk.html,"
12 Cedar Street,

Brooklyn, NY 11221","
718.522.4245 
",,,,,Building,"
Bushwick"
91 Wyckoff Avenue,https://www.nybits.com/apartments/91_wyckoff_ave_bk.html,"
91 Wyckoff Avenue,

Brooklyn, NY 11237","
718.522.4245 
",,,,,Building,"
Bushwick"
331 Vernon Avenue,https://www.nybits.com/apartments/331_vernon_ave_bk.html,"
331 Vernon Avenue,

Brooklyn, NY 11206","
718.522.4245 
",,,,,Building,"
Tompkins Park North"
1436 Atlantic Avenue,https://www.nybits.com/apartments/1436_atlantic_ave_bk.html,"
1436 Atlantic Avenue,

Brooklyn, NY 11216","
718.522.4245 
",,,,,Building,"
Crown Heights"
105 Cornelia Street,https://www.nybits.com/apartments/105_cornelia_st_bk.html,"
105 Cornelia Street,

Brooklyn, NY 11221","
718.522.4245 
",,,,,Building,"
Bushwick"
446 East 78th Street,https://www.nybits.com/apartments/446_east_78th_st.html,"
446 East 78th Street,

New York, NY 10075","
347-627-9812 
",,,,,Building,"
Upper East Side"
444 East 78th Street,https://www.nybits.com/apartments/444_east_78th_st.html,"
444 East 78th Street,

New York, NY 10075","
347-627-9812 
",,,,,Building,"
Upper East Side"
128 Thompson Street,https://www.nybits.com/apartments/128_thompson_st.html,"
128 Thompson Street,

New York, NY 10012","
347-627-9812 
",,,,,Building,"
SoHo"
1581 President Street,https://www.nybits.com/apartments/1581_president_st_bk.html,"
1581 President Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1460 Carroll Street,https://www.nybits.com/apartments/1460_carroll_street_bk.html,"
1460 Carroll Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1575 President Street,https://www.nybits.com/apartments/1575_president_st_bk.html,"
1575 President Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1437 Carroll Street,https://www.nybits.com/apartments/1437_carroll_st_bk.html,"
1437 Carroll Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
520 Crown Street,https://www.nybits.com/apartments/520_crown_st_bk.html,"
520 Crown Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1475 President Street,https://www.nybits.com/apartments/1475_president_st_bk.html,"
1475 President Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1588 President Street,https://www.nybits.com/apartments/1588_president_st_bk.html,"
1588 President Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1552 President Street,https://www.nybits.com/apartments/1552_president_st_bk.html,"
1552 President Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
654 St. Marks Avenue,https://www.nybits.com/apartments/654_st_marks_ave_bk.html,"
654 St. Marks Avenue,

Brooklyn, NY 11216","
347-627-9812 
",,,,,Building,"
Crown Heights"
1154 President Street,https://www.nybits.com/apartments/1154_president_st_bk.html,"
1154 President Street,

Brooklyn, NY 11225","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
1580 President Street,https://www.nybits.com/apartments/1580_president_st_bk.html,"
1580 President Street,

Brooklyn, NY 11213","
347-627-9812 
",,,,,Building,"
Crown Heights / Crown Heights South"
443 17th Street,https://www.nybits.com/apartments/443_17th_st_bk.html,"
443 17th Street,

Brooklyn, NY 11215","
(718) 755-5160 
",,,,,Building,"
Greenwood Heights / Park Slope / South Slope"
474 Grand Avenue,https://www.nybits.com/apartments/474_grand_ave_bk.html,"
474 Grand Avenue,

Brooklyn, NY 11238","
(718) 755-5160 
",,,,,Building,"
Clinton Hill"
71 Leonard Street,https://www.nybits.com/apartments/71_leonard_st.html,"
71 Leonard Street,

New York, NY 10013","
212-706-3030 
",,,,,Building,"
TriBeCa"
47 Ann Street,https://www.nybits.com/apartments/47_ann_st.html,"
47 Ann Street,

New York, NY 10038","
212-706-3030 
",,,,,Building,"
Financial District"
84 William Street,https://www.nybits.com/apartments/84_william_st.html,"
84 William Street,

New York, NY 10038","
212-706-3030 
",,,,,Building,"
Financial District"
135 William Street,https://www.nybits.com/apartments/135_william.html,"
135 William Street,

New York, NY 10038","
212-706-3030 
",,,,,Building,"
Financial District"
180 Water Street,https://www.nybits.com/apartments/180_water_st.html,"
180 Water Street,

New York, NY 10038","
212-706-3030 
",,,"
www.180waterst.com
",,Building,"
Financial District"
Liberty Luxe,https://www.nybits.com/apartments/200_north_end_ave.html,"
200 North End Avenue,

New York, NY 10282","
212-945-4200 
",,,"
www.libertyluxegreen.com
",,Building,"
Battery Park City"
Liberty Green,https://www.nybits.com/apartments/300_north_end_ave.html,"
300 North End Avenue,

New York, NY 10282","
212-945-4200 
",,,"
www.libertyluxegreen.com
",,Building,"
Battery Park City"
The Courtney House,https://www.nybits.com/apartments/courtney_house.html,"
55 West 14th Street,

New York, NY 10011","
212-842-7300 
",,,"
www.courtneyhouseny.com
",,Building,"
Union Square"
Riverview East,https://www.nybits.com/apartments/riverview_east.html,"
251 East 32nd Street,

New York, NY 10016","
212-842-7300 
",,,,,Building,"
Kips Bay"
Bristol Plaza,https://www.nybits.com/apartments/bristol_plaza.html,"
200 East 65th Street,

New York, NY 10021","
212-826-9000 
",,,"
www.bristolplaza.com
",,Building,"
Upper East Side"
Liberty House,https://www.nybits.com/apartments/liberty_house.html,"
377 Rector Place,

New York, NY 10280","
212-842-7300 
",,,,,Building,"
Battery Park City"
Liberty Terrace,https://www.nybits.com/apartments/liberty_terrace.html,"
380 Rector Place,

New York, NY 10280","
212-842-7300 
",,,,,Building,"
Battery Park City"
Liberty View,https://www.nybits.com/apartments/liberty_view.html,"
99 Battery Place,

New York, NY 10280","
212-842-7300 
",,,,,Building,"
Battery Park City"
Liberty Court,https://www.nybits.com/apartments/liberty_court.html,"
200 Rector Place,

New York, NY 10280","
212-842-7300 
",,,,,Building,"
Battery Park City"
30 Lincoln Plaza,https://www.nybits.com/apartments/30_lincoln_plaza.html,"
30 West 63rd Street,

New York, NY 10023","
212-956-4049 
",,,,,Building,"
Lincoln Square / Upper West Side"
Highgate,https://www.nybits.com/apartments/highgate.html,"
182 East 95th Street,

New York, NY 10128","
212-722-9242 
",,,"
www.thehighgateny.com
",,Building,"
Carnegie Hill / Upper East Side"
Claridge House,https://www.nybits.com/apartments/claridge_house.html,"
201 East 87th Street,

New York, NY 10128","
212-722-9242 
",,,"
www.claridgehouseny.com
",,Building,"
Upper East Side / Yorkville"
Woodlands,https://www.nybits.com/apartments/3935_blackstone_ave_bx.html,"
3935 Blackstone Avenue,

Bronx, NY 10471","
212-842-7300 
",,,,,Building,"
Riverdale"
529 West 151st Street,https://www.nybits.com/apartments/529_west_151st_st.html,"
529 West 151st Street,

New York, NY 10031",,,,,,Building,"
Hamilton Heights / West Harlem"
231 East 111th Street,https://www.nybits.com/apartments/231_east_111th_st.html,"
231 East 111th Street,

New York, NY 10029",,,,,,Building,"
East Harlem"
156 East 85th Street,https://www.nybits.com/apartments/156_east_85th_st.html,"
156 East 85th Street,

New York, NY 10028",,,,,,Building,"
Upper East Side"
45 Tiemann Place,https://www.nybits.com/apartments/45_tiemann_pl.html,"
45 Tiemann Place,

New York, NY 10027",,,,,,Building,"
Morningside Heights"
285 St. Nicholas Avenue,https://www.nybits.com/apartments/285_st_nicholas_ave.html,"
285 St. Nicholas Avenue,

New York, NY 10027",,,,,,Building,"
West Harlem"
184 Claremont Avenue,https://www.nybits.com/apartments/184_claremont_ave.html,"
184 Claremont Avenue,

New York, NY 10027",,,,,,Building,"
Morningside Heights"
186 Claremont Avenue,https://www.nybits.com/apartments/186_claremont_avenue.html,"
186 Claremont Avenue,

New York, NY 10027",,,,,,Building,"
Morningside Heights"
188 Claremont Avenue,https://www.nybits.com/apartments/188_claremont_avenue.html,"
188 Claremont Avenue,

New York, NY 10027",,,,,,Building,"
Morningside Heights"
3139 Broadway,https://www.nybits.com/apartments/3139_broadway.html,"
3139 Broadway,

New York, NY 10027",,,,,,Building,"
Morningside Heights"
4 St. Nicholas Terrace,https://www.nybits.com/apartments/4_st_nicholas_terr.html,"
4 St. Nicholas Terrace,

New York, NY 10027",,,,,,Building,"
West Harlem"
3620 Broadway,https://www.nybits.com/apartments/3620_broadway.html,"
3620 Broadway,

New York, NY 10031",,,,,,Building,"
Hamilton Heights / West Harlem"
1056 Sheridan Avenue,https://www.nybits.com/apartments/1056_sheridan_ave_bx.html,"
1056 Sheridan Avenue,

Bronx, NY 10456",,,,,,Building,"
Concourse"
229 East 53rd Street,https://www.nybits.com/apartments/229_east_53rd_st.html,"
229 East 53rd Street,

New York, NY 10022","
212-371-5050 
",,,,,Building,"
Midtown East / Sutton Place"
577 Second Avenue,https://www.nybits.com/apartments/577_second_ave.html,"
577 Second Avenue,

New York, NY 10016","
212-371-5050 
",,,,,Building,"
Kips Bay"
207 East 37th Street,https://www.nybits.com/apartments/207_east_37th_st.html,"
207 East 37th Street,

New York, NY 10016","
212-371-5050 
",,,,,Building,"
Murray Hill"
Newport: The Ellipse,https://www.nybits.com/apartments/1_25_14th_st_jcnj.html,"
1-25 14th Street,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Parkside East,https://www.nybits.com/apartments/30_newport_parkway.html,"
30 Newport Parkway,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Madison,https://www.nybits.com/apartments/40_newport_parkway.html,"
40 Newport Parkway,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Laguna,https://www.nybits.com/apartments/45_park_lane_south.html,"
45 Park Lane South,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Riverside,https://www.nybits.com/apartments/1_river_court.html,"
1 River Court,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Atlantic,https://www.nybits.com/apartments/31_river_court.html,"
31 River Court,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Southhampton,https://www.nybits.com/apartments/20_river_court.html,"
20 River Court,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: East Hampton,https://www.nybits.com/apartments/30_river_court.html,"
30 River Court,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Aquablu,https://www.nybits.com/apartments/110_river_drive.html,"
110 River Drive,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Pacific,https://www.nybits.com/apartments/25_river_drive_south.html,"
25 River Drive South,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Waterside Square South,https://www.nybits.com/apartments/35_river_drive_south.html,"
35 River Drive South,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: Waterside Square North,https://www.nybits.com/apartments/55_river_drive_south.html,"
55 River Drive South,

Jersey City, NJ 07310","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: The Roosevelt,https://www.nybits.com/apartments/180_tenth_st.html,"
180 Tenth Street,

Jersey City, NJ 07302","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
Newport: The Lincoln,https://www.nybits.com/apartments/204_tenth_st.html,"
204 Tenth Street,

Jersey City, NJ 07302","
877-279-9549 
",,,,,Building,"
Downtown Jersey City"
The Chesapeake House,https://www.nybits.com/apartments/201_east_28th_st.html,"
201 East 28th Street,

New York, NY 10016","
212-289-5000 
212-684-5900 
212-289-6120 fax
",,,,,Building,"
Kips Bay"
Windsor Court,https://www.nybits.com/apartments/windsor_court.html,"
151-155 East 31st Street,

New York, NY 10016","
212-684-5900 
",,,"
www.ogdencapproperties.com
",,Building,"
Kips Bay"
One Lincoln Plaza,https://www.nybits.com/apartments/one_lincoln_plaza.html,"
20 West 64th Street,

New York, NY 10023","
212-579-4326 
",,,"
www.ogdencapproperties.com
",,Building,"
Lincoln Square / Upper West Side"
Normandie Court: 205 East 95th,https://www.nybits.com/apartments/205_east_95th_st.html,"
205 East 95th Street,

New York, NY 10128","
212-289-5000 
",,,,,Building,"
Upper East Side / Yorkville"
Normandie Court: 215 East 95th,https://www.nybits.com/apartments/215_east_95th_st.html,"
215 East 95th Street,

New York, NY 10128","
212-289-5000 
",,,,,Building,"
Upper East Side / Yorkville"
Normandie Court: 225 East 95th,https://www.nybits.com/apartments/225_east_95th_st.html,"
225 East 95th Street,

New York, NY 10128","
212-289-5000 
",,,,,Building,"
Upper East Side / Yorkville"
Normandie Court: 235 East 95th,https://www.nybits.com/apartments/235_east_95th_st.html,"
235 East 95th Street,

New York, NY 10128","
212-289-5000 
",,,,,Building,"
Upper East Side / Yorkville"
Dorchester Towers,https://www.nybits.com/apartments/dorchester_towers.html,"
155 West 68th Street,

New York, NY 10023","
212-579-4326 
",,,"
www.ogdencapproperties.com
",,Building,"
Lincoln Square / Upper West Side"
The Biltmore Plaza,https://www.nybits.com/apartments/the_biltmore_plaza.html,"
155 East 29th Street,

New York, NY 10016","
212-684-5900 
",,,"
www.ogdencapproperties.com
",,Building,"
Kips Bay"
The Whitehall,https://www.nybits.com/apartments/the_whitehall.html,"
3333 Henry Hudson Parkway,

Bronx, NY 10463","
212-835-2400 
",,,,,Building,"
Riverdale"
The Cezanne,https://www.nybits.com/apartments/61_jane_st.html,"
61 Jane Street,

New York, NY 10014","
212-835-2400 
",,,,,Building,"
West Village"
